Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,WeekOfYear,Quarter,Is_Month_End,Weekly_Sales_Lag_1,Weekly_Sales_Lag_2,Weekly_Sales_Lag_4,Weekly_Sales_Lag_52,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Sales_Rolling_Mean_12
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,2011,4,15,2,0,1614259.35,1495064.75,1576818.06,1466058.28,1556811.135,50859.137162884435,1538407.656666667
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,2011,4,16,2,0,1559889.0,1614259.35,1541102.38,1391256.12,1552578.87,49320.392792910694,1557781.2883333333
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,2011,4,17,2,0,1564819.81,1559889.0,1495064.75,1425100.71,1558508.2275,48904.68656360464,1578441.33
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,2,0,1455090.69,1564819.81,1614259.35,1603955.12,1548514.7125,66946.83452985478,1565813.0891666666
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,2,0,1629391.28,1455090.69,1559889.0,1494251.5,1552297.695,72127.32710260303,1564127.785
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,2,0,1604775.58,1629391.28,1564819.81,1399662.07,1563519.34,77027.38296939983,1557288.8516666666
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,2,0,1428218.27,1604775.58,1455090.69,1432069.95,1529368.955,102370.80690586701,1554907.0175
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,2,0,1466046.67,1428218.27,1629391.28,1615524.71,1532107.95,99836.18093564716,1540722.2891666668
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,2,0,1635078.41,1466046.67,1604775.58,1542561.09,1533529.7325,101706.39531884459,1547546.1875
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,2,0,1588948.32,1635078.41,1428218.27,1503284.06,1529572.9175,98260.19211085142,1548557.0424999997
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,2,0,1532114.86,1588948.32,1466046.67,1422711.6,1555547.065,73030.28506357533,1547808.0825000003
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,3,0,1438830.15,1532114.86,1635078.41,1492418.14,1548742.935,84513.5105789499,1543121.8658333335
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,3,0,1488538.09,1438830.15,1588948.32,1546074.18,1512107.855,63848.500850862445,1532645.0941666665
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,3,0,1534849.64,1488538.09,1532114.86,1448938.92,1498583.185,45132.98170164172,1530558.4808333332
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,3,0,1455119.97,1534849.64,1438830.15,1385065.2,1479334.4625000001,42401.189724443655,1521416.8275
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,3,0,1396926.82,1455119.97,1488538.09,1371986.6,1468858.63,58037.43221744261,1516569.8383333331
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,3,0,1352219.79,1396926.82,1534849.64,1605491.78,1434779.0550000002,78902.25754504606,1493472.2141666666
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,3,0,1624383.75,1352219.79,1455119.97,1508237.76,1457162.5825,119175.5398666774,1495106.2283333333
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,3,0,1525147.09,1624383.75,1396926.82,1513080.49,1474669.3625,123828.10601510033,1503183.63
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,3,0,1530761.43,1525147.09,1352219.79,1449142.92,1508128.0150000001,113467.60320528776,1508576.5266666666
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,3,0,1464693.46,1530761.43,1624383.75,1540163.53,1536246.4324999999,65932.52931605662,1494377.7808333335
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,3,0,1550229.22,1464693.46,1525147.09,1507460.69,1517707.8,36940.958732966385,1491151.1891666667
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,3,0,1540471.24,1550229.22,1530761.43,1430378.67,1521538.8375,38721.342383566014,1491847.5541666665
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,3,0,1514259.78,1540471.24,1464693.46,1351791.03,1517413.425,38287.85456008505,1498133.3566666667
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,3,1,1380020.27,1514259.78,1550229.22,1453329.5,1496245.1275,78957.74497687885,1489090.205
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,0,1394561.83,1380020.27,1540471.24,1508239.93,1457328.28,81792.63036397507,1477399.5541666665
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,0,1630989.95,1394561.83,1514259.78,1459409.1,1479957.9575,117285.00580521044,1492055.3858333335
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,0,1493525.93,1630989.95,1380020.27,1345454.0,1474774.4949999999,115711.30667479933,1500105.3116666668
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,0,1502562.78,1493525.93,1394561.83,1384209.22,1505410.1225,96965.59255011339,1512633.8941666668
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,0,1445249.09,1502562.78,1630989.95,1551659.28,1518081.9375,79365.57758354135,1497706.0058333334
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,0,1697229.58,1445249.09,1493525.93,1494479.49,1534641.845,111273.5684345579,1512046.2133333331
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,0,1594938.89,1697229.58,1502562.78,1483784.18,1559995.085,110332.05812747712,1517394.335
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,0,1539483.7,1594938.89,1445249.09,1955624.11,1569225.315,105358.03691148979,1523626.8549999997
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,0,2033320.66,1539483.7,1697229.58,1548033.78,1716243.2075,221252.7136182967,1563884.4749999999
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,0,1584083.95,2033320.66,1594938.89,1682614.26,1687956.8,231489.63818826282,1567518.8675
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,0,1799682.38,1584083.95,1539483.7,1891034.93,1739142.6725,226651.46314464236,1591304.0841666667
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,0,1881176.67,1799682.38,2033320.66,2387950.2,1824565.915,187291.29446403368,1633067.1175
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,0,2270188.99,1881176.67,1584083.95,1367320.01,1883782.9975,286477.93220376415,1706036.0475
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,1,0,1497462.72,2270188.99,1799682.38,1444732.28,1862127.69,318201.6369551573,1694908.7783333333
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,1,0,1550369.92,1497462.72,1881176.67,1391013.96,1799799.575,356609.57176319556,1699645.7775
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,1,0,1459601.17,1550369.92,2270188.99,1327405.42,1694405.7,385656.3269904229,1696065.6433333333
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,1,0,1394393.84,1459601.17,1497462.72,1316899.31,1475456.9125,65622.25371977451,1691827.7058333333
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,1,0,1319325.59,1394393.84,1550369.92,1606629.58,1430922.6300000001,98112.80171398,1660335.7066666668
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,1,0,1636339.65,1319325.59,1459601.17,1649614.93,1452415.0625,135350.36507618325,1663785.7700000003
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,1,0,1802477.43,1636339.65,1394393.84,1686842.78,1538134.1275,222156.21572786308,1685701.9141666668
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,1,0,1819870.0,1802477.43,1319325.59,1456800.28,1644503.1675,232031.96150547982,1667914.3591666669
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,1,0,1539387.83,1819870.0,1636339.65,1636263.41,1699518.7275,135053.59847206002,1664189.6825
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,1,0,1688420.76,1539387.83,1802477.43,1553191.63,1712539.0050000001,129321.15310977964,1654917.8808333334
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,1,0,1675431.16,1688420.76,1819870.0,1576818.06,1680777.4375,114636.7671005024,1637772.4216666669
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,1,0,1677472.78,1675431.16,1539387.83,1541102.38,1645178.1324999998,70757.10297962656,1588379.4041666666
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,1,0,1511068.07,1677472.78,1688420.76,1495064.75,1638098.1925,84878.58274285388,1589513.1833333333
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,2,0,1649604.63,1511068.07,1675431.16,1614259.35,1628394.16,79239.059691568,1597782.7424999997
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,2,0,1899676.88,1649604.63,1677472.78,1559889.0,1684455.59,160879.6494375326,1634455.7183333335
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,2,0,1621031.7,1899676.88,1511068.07,1564819.81,1670345.32,164138.3726400529,1653342.2066666668
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,2,0,1521577.87,1621031.7,1649604.63,1455090.69,1672972.77,160788.79931627135,1670196.5633333335
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,2,0,1468928.37,1521577.87,1899676.88,1629391.28,1627803.705,191908.1233551689,1656245.623333333
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,2,0,1684519.99,1468928.37,1621031.7,1604775.58,1574014.4825,96978.99308632269,1646415.8366666667
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,2,0,1611096.05,1684519.99,1521577.87,1428218.27,1571530.57,95489.12664398883,1629018.0075
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,2,0,1595901.87,1611096.05,1468928.37,1466046.67,1590111.57,89577.14311157566,1633727.5108333332
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,2,0,1555444.55,1595901.87,1684519.99,1635078.41,1611740.615,53905.366668781426,1622646.16
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,2,0,1624477.58,1555444.55,1611096.05,1588948.32,1596730.0125000002,29896.966231018472,1618400.0283333333
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,2,0,1697230.96,1624477.58,1595901.87,1532114.86,1618263.74,59779.420941282624,1620046.5433333337
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,2,0,1630607.0,1697230.96,1555444.55,1438830.15,1626940.0225,57942.295517973784,1630008.1208333336
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,2,0,1527845.81,1630607.0,1624477.58,1488538.09,1620040.3375,69736.56759614874,1619861.5525
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,3,0,1540421.49,1527845.81,1697230.96,1534849.64,1599026.315,79880.49776589034,1589923.6033333333
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,3,0,1769854.16,1540421.49,1630607.0,1455119.97,1617182.115,111597.71473643935,1602325.4749999999
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,3,0,1527014.04,1769854.16,1527845.81,1396926.82,1591283.875,119204.76594882054,1602778.4891666665
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,3,0,1497954.76,1527014.04,1540421.49,1352219.79,1583811.1124999998,125288.86033609518,1605197.3550000002
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,3,0,1439123.71,1497954.76,1769854.16,1624383.75,1558486.6675,145577.4371439765,1584747.665
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,3,0,1631135.79,1439123.71,1527014.04,1525147.09,1523807.075,80352.0424686347,1586417.6433333333
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,3,0,1592409.97,1631135.79,1497954.76,1530761.43,1540156.0575,87552.39926157038,1586126.6516666666
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,3,0,1597868.05,1592409.97,1439123.71,1464693.46,1565134.3800000001,85732.77482455326,1589661.9433333334
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,3,1,1494122.38,1597868.05,1631135.79,1550229.22,1578884.0475,59042.718439170385,1578799.0099999998
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,3,0,1582083.4,1494122.38,1592409.97,1540471.24,1566620.95,48773.574891247714,1569203.38
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,3,0,1661767.33,1582083.4,1597868.05,1514259.78,1583960.29,69093.49716391067,1571800.0741666667
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,3,0,1517428.87,1661767.33,1494122.38,1380020.27,1563850.4949999999,75137.92360330603,1570931.9958333333
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,3,0,1506126.06,1517428.87,1582083.4,1394561.83,1566851.415,71580.26027120216,1568074.0433333332
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,4,0,1437059.26,1506126.06,1661767.33,1630989.95,1530595.3800000001,94387.8361130258,1540341.135
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,4,0,1670785.97,1437059.26,1517428.87,1493525.93,1532850.04,98580.21760505742,1552322.1291666664
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,4,0,1573072.81,1670785.97,1506126.06,1502562.78,1546761.0250000001,99599.48901609963,1558581.9666666668
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,4,0,1508068.77,1573072.81,1437059.26,1445249.09,1547246.7025,99339.68881687759,1564327.3883333334
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,5,1,0,1695371.68,1751384.9,1758050.79,2136989.46,1737250.2374999998,28486.69427207372,2139282.9125
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,6,1,0,1929346.23,1695371.68,1744193.58,2137809.5,1780074.0975,102578.67007116695,2140327.37
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,7,1,0,2168041.61,1929346.23,1751384.9,2124451.54,1886036.105,212827.58416643043,2157935.9066666667
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,8,1,0,2080884.82,2168041.61,1695371.68,1865097.27,1968411.085,207025.97836628652,2109782.5341666667
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,9,1,0,1833511.08,2080884.82,1929346.23,1991013.13,2002945.935,149951.25692894365,2094593.3516666666
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,10,1,0,1981607.78,1833511.08,2168041.61,1990483.78,2016011.3225,143540.61126190796,2061500.1208333333
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,11,1,0,1879107.31,1981607.78,2080884.82,1946070.88,1943777.7475,110409.03365285511,2000661.8341666665
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,12,1,0,1902557.66,1879107.31,1833511.08,1750197.81,1899195.9575,61970.60169156294,1872874.3324999998
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,13,2,0,1766162.05,1902557.66,1981607.78,2066187.72,1882358.7000000002,89014.25143216562,1874184.9574999998
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,14,2,0,1800171.36,1766162.05,1879107.31,1954689.21,1836999.595,64408.06425676737,1877695.005
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,2,0,1847552.61,1800171.36,1902557.66,1874957.94,1829110.9200000002,59258.13000187725,1886308.2575000003
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,16,2,0,1856467.84,1847552.61,1766162.05,1821990.93,1817588.465,42259.07197399124,1895065.1691666667
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,17,2,0,1886339.6,1856467.84,1800171.36,1802450.29,1847632.8525000003,35725.19659542002,1910979.1624999999
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,18,2,0,1745545.28,1886339.6,1847552.61,2042581.71,1833976.3325,61243.084099126005,1895662.4166666667
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,19,2,0,1837743.6,1745545.28,1856467.84,1880752.36,1831524.08,60712.35150083381,1868137.5825000003
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,2,0,1838513.07,1837743.6,1886339.6,1896937.1,1827035.3875000002,58889.813072456694,1847939.9366666665
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,21,2,0,1688281.86,1838513.07,1745545.28,1957113.89,1777520.9525000001,73785.42071687311,1835837.501666667
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,22,2,0,1797732.56,1688281.86,1837743.6,2102539.93,1790567.7725000002,70800.31150721275,1820514.5666666667
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,23,2,0,1933756.21,1797732.56,1838513.07,2025538.76,1814570.925,101670.73807506217,1825068.6416666668
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,24,2,0,1929153.16,1933756.21,1688281.86,2001636.96,1837230.9475,117633.28997889422,1827284.9333333336
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,25,2,0,1953771.99,1929153.16,1797732.56,1939927.09,1903603.48,71385.11602994426,1842919.095
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,26,3,0,1790925.8,1953771.99,1933756.21,2003940.64,1901901.79,74751.87677674592,1842148.6316666668
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,27,3,0,1866243.0,1790925.8,1929153.16,1880902.62,1885023.4875,72757.28163911181,1843706.1641666666
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,28,3,0,1853161.99,1866243.0,1953771.99,1845879.79,1866025.6949999998,67094.28351961674,1843430.6766666665
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,29,3,0,1785187.29,1853161.99,1790925.8,1781717.71,1823879.52,41773.85071719179,1835001.3175000001
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,30,3,0,1743816.41,1785187.29,1866243.0,1804246.16,1812102.1724999999,57747.998740843395,1834857.245
2,2011-08-05,1876704.26,0,93.34,3.684,215.1978515,7.852,2011,8,31,3,0,1680693.06,1743816.41,1853161.99,1991909.98,1765714.6875,72421.04819012512,1821769.7000000002
2,2011-08-12,1812768.26,0,91.58,3.638,215.2593211,7.852,2011,8,32,3,0,1876704.26,1680693.06,1785187.29,1895601.05,1771600.255,82193.91610268831,1824952.299166667
2,2011-08-19,1844094.59,0,89.86,3.554,215.3229307,7.852,2011,8,33,3,0,1812768.26,1876704.26,1743816.41,1964335.23,1778495.4975,84828.33483363302,1835326.1658333333
2,2011-08-26,1821139.91,0,90.45,3.523,215.386897,7.852,2011,8,34,3,0,1844094.59,1812768.26,1680693.06,1863840.49,1803565.0425,85973.27618297774,1839189.6683333332
2,2011-09-02,1809119.7,0,89.64,3.533,215.4508632,7.852,2011,9,35,3,0,1821139.91,1844094.59,1876704.26,1904608.09,1838676.755,28602.06937930284,1829804.9766666666
2,2011-09-09,1748000.65,1,77.97,3.546,215.5148295,7.852,2011,9,36,3,0,1809119.7,1821139.91,1812768.26,1839128.83,1821780.615,15703.983512524781,1819802.1883333332
2,2011-09-16,1691439.52,0,78.85,3.526,215.6944378,7.852,2011,9,37,3,0,1748000.65,1809119.7,1844094.59,1793903.6,1805588.7125,41042.234998280066,1802654.576666667
2,2011-09-23,1669299.78,0,75.58,3.467,216.0282356,7.852,2011,9,38,3,0,1691439.52,1748000.65,1821139.91,1724557.22,1767424.945,59930.065098532184,1794364.0533333335
2,2011-09-30,1650394.44,0,78.14,3.355,216.3620333,7.852,2011,9,39,3,1,1669299.78,1691439.52,1809119.7,1827440.43,1729464.9125,62594.54816479537,1777952.1183333332
2,2011-10-07,1837553.43,0,69.92,3.285,216.6958311,7.441,2011,10,40,4,0,1650394.44,1669299.78,1748000.65,1849921.44,1689783.5975,42281.04299033163,1761054.8225
2,2011-10-14,1743882.19,0,71.67,3.274,217.0048261,7.441,2011,10,41,4,0,1837553.43,1650394.44,1691439.52,1794355.49,1712171.7925,85254.19419381292,1765418.6674999997
2,2011-10-21,1834680.25,0,64.53,3.353,217.1650042,7.441,2011,10,42,4,0,1743882.19,1837553.43,1669299.78,1737947.64,1725282.46,85035.28024751584,1765424.1491666667
2,2011-10-28,1769296.25,0,65.87,3.372,217.3251824,7.441,2011,10,43,4,0,1834680.25,1743882.19,1650394.44,1802755.11,1766627.5775,88861.57342156269,1778256.415
2,2011-11-04,1959707.9,0,55.53,3.332,217.4853605,7.441,2011,11,44,4,0,1769296.25,1834680.25,1837553.43,1939061.41,1796353.03,47087.532487792625,1769305.7474999998
2,2011-11-11,1920725.15,0,59.33,3.297,217.6455387,7.441,2011,11,45,4,0,1959707.9,1769296.25,1743882.19,1916812.74,1826891.6475,96451.40245166398,1781550.7175
2,2011-11-18,1902762.5,0,62.01,3.308,217.8670218,7.441,2011,11,46,4,0,1920725.15,1959707.9,1834680.25,1956739.17,1871102.3875,85643.48026608427,1787936.5975000001
2,2011-11-25,2614202.3,1,56.36,3.236,218.1130269,7.441,2011,11,47,4,0,1902762.5,1920725.15,1769296.25,2658725.29,1888122.95,82707.13304272229,1794738.4799999997
2,2011-12-02,1954952.0,0,48.74,3.172,218.3590319,7.441,2011,12,48,4,0,2614202.3,1902762.5,1959707.9,2015781.27,2099349.4625,344057.305837425,1861828.6966666665
2,2011-12-09,2290549.32,0,41.76,3.158,218.605037,7.441,2011,12,49,4,0,1954952.0,2614202.3,1920725.15,2378726.55,2098160.4875,344708.32871338114,1879074.6424999998
2,2011-12-16,2432736.52,0,50.13,3.159,218.8217928,7.441,2011,12,50,4,0,2290549.32,1954952.0,1902762.5,2609166.75,2190616.53,330559.71742437314,1929000.4591666665
2,2011-12-23,3224369.8,0,46.66,3.112,218.9995495,7.441,2011,12,51,4,0,2432736.52,2290549.32,2614202.3,3436007.68,2323110.035,278898.55494585814,1992620.1875
2,2011-12-30,1874226.52,1,44.57,3.129,219.1773063,7.441,2011,12,52,4,0,3224369.8,2432736.52,1954952.0,1750434.55,2475651.91,537838.7535943049,2123784.8008333333
2,2012-01-06,1799520.14,0,46.75,3.157,219.355063,7.057,2012,1,1,1,0,1874226.52,3224369.8,2290549.32,1758050.79,2455470.54,564731.9503640534,2126840.8916666666
2,2012-01-13,1744725.48,0,45.99,3.261,219.5328198,7.057,2012,1,2,1,0,1799520.14,1874226.52,2432736.52,1744193.58,2332713.2449999996,658169.4391357914,2131477.3874999997
2,2012-01-20,1711769.11,0,51.7,3.268,219.6258417,7.057,2012,1,3,1,0,1744725.48,1799520.14,3224369.8,1751384.9,2160710.485,711089.8185870441,2123981.1566666667
2,2012-01-27,1660906.14,0,50.5,3.29,219.7188636,7.057,2012,1,4,1,0,1711769.11,1744725.48,1874226.52,1695371.68,1782560.3125,71023.93551465256,2119187.228333333
2,2012-02-03,1935299.94,0,55.21,3.36,219.8118854,7.057,2012,2,5,1,0,1660906.14,1711769.11,1799520.14,1929346.23,1729230.2175,58177.447538713124,2094287.0816666668
2,2012-02-10,2103322.68,1,46.98,3.409,219.9049073,7.057,2012,2,6,1,0,1935299.94,1660906.14,1744725.48,2168041.61,1763175.1675,119817.72964315444,2095501.6474999997
2,2012-02-17,2196688.46,0,43.82,3.51,220.0651993,7.057,2012,2,7,1,0,2103322.68,1935299.94,1711769.11,2080884.82,1852824.4675,205167.2621217871,2112214.995833333
